time,Grand Est,Nouvelle-Aquitaine,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Île-de-France,Occitanie,Hauts-de-France,Normandie,Pays de la Loire,Provence-Alpes-Côte d'Azur
2010-04-17,271.59357,284.20853,260.70172,273.1302,274.4221,270.28882,267.94412,287.7415,268.90732,265.68304,271.84024,216.22447
2010-04-18,271.19348,282.73734,267.92734,268.00217,271.6027,273.72934,261.19614,283.49918,256.09683,266.46393,272.8353,250.00609
2010-04-19,272.7714,245.60286,283.4451,280.64258,267.38873,273.06433,264.89685,241.088,248.5843,253.58208,254.4333,291.07678
2010-04-20,264.4175,281.17804,247.90657,256.97092,280.17746,281.79544,275.27524,288.0473,257.15158,252.99568,281.7046,278.8285
2010-04-21,285.23526,238.6767,259.6392,274.37894,209.23126,253.58482,276.20227,266.2136,267.13486,250.82277,234.77751,271.32144
2010-04-22,282.90427,185.99474,258.74142,264.86795,247.8173,250.94392,279.40854,160.06798,280.71817,274.03345,253.7915,223.544
2010-04-23,280.90637,154.21466,144.13725,254.5072,295.30118,265.3286,292.31052,118.73104,282.72433,292.10757,254.42041,122.28867
2010-04-24,298.12527,274.20102,257.07755,296.19397,248.06639,289.21594,294.76526,234.98303,289.49658,290.10684,279.843,189.32817
2010-04-25,262.99368,272.80923,267.49594,275.3646,269.6506,273.069,247.78178,293.9398,222.93108,211.33278,254.82153,212.93262
2010-04-26,268.21216,232.87195,239.84126,237.07524,239.42224,214.28241,246.13924,247.184,201.72499,221.78162,216.40291,256.0951
2010-04-27,288.14505,303.6941,295.98154,298.70828,232.05737,288.8652,266.99988,318.36942,247.64455,259.52847,269.7805,246.92485
2010-04-28,297.78293,303.16818,307.76215,306.47278,233.29497,296.45743,280.81076,316.5452,251.49602,215.17577,241.7075,289.5363
2010-04-29,244.4189,209.11162,295.01993,266.0164,209.73242,213.40295,212.78093,263.80176,184.77425,163.7714,171.19867,313.4086
2010-04-30,190.07031,207.59453,169.06923,177.96501,228.43323,234.68913,244.84943,196.88123,249.50323,250.97237,232.48938,255.79298
